data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;automovel;bicicleta;caminhao;moto;onibus;outros;tracao_animal;transporte_de_cargas_especiais;trator_maquinas;utilitarios;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos
"01/03/2022";"00:57:00";"28";"Acidente c";"293";"BR-116/RJ";"Norte";"Queda de moto";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
"01/03/2022";"03:19:00";"56";"Acidente s";"6,5";"BR-116/SP";"Norte";"Choque em objeto fixo";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"01/03/2022";"06:22:00";"88";"Acidente c";"181,2";"BR-116/RJ";"Norte";"Queda de Carga";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"01/03/2022";"07:37:00";"120";"Acidente s";"155,7";"BR-116/SP";"Sul";"Choque em objeto fixo";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"01/03/2022";"08:20:00";"148";"Acidente s";"204,5";"BR-116/SP";"Norte";"Engavetamento";4;0;0;0;0;1;0;0;0;0;7;0;0;0;0
"01/03/2022";"10:20:00";"196";"Acidente s";"101";"BR-116/SP";"Norte";"Engavetamento";4;0;0;0;0;1;0;0;0;0;10;0;0;0;0
"01/03/2022";"11:49:00";"238";"Atropelame";"101";"BR-116/SP";"Norte";"Atropelamento de pedestre caminhando";0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
"01/03/2022";"13:30:00";"295";"Acidente s";"182,3";"BR-116/SP";"Norte";"Colisão traseira";0;0;2;0;0;0;0;0;0;0;2;0;0;0;0
"01/03/2022";"17:58:00";"456";"Acidente c";"178,6";"BR-116/RJ";"Norte";"Colisão traseira";0;0;0;2;0;0;0;0;0;0;0;4;0;0;0
"01/03/2022";"18:57:00";"480";"Acidente c";"205,49";"BR-116/RJ";"Sul";"Choque Talude";1;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"01/03/2022";"19:25:00";"502";"Atropelame";"290,3";"BR-116/RJ";"Sul";"Atropelamento de pedestre atravessando";1;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"01/03/2022";"19:58:00";"518";"Acidente s";"15,8";"BR-116/SP";"Norte";"Choque em objeto na pista";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"01/03/2022";"20:33:00";"539";"Acidente s";"266,4";"BR-116/RJ";"Sul";"Choque em barreira New Jersey";1;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"01/03/2022";"20:40:00";"544";"Acidente s";"15,5";"BR-116/SP";"Sul";"Choque em objeto na pista";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"01/03/2022";"22:08:00";"578";"Atropelame";"166,2";"BR-116/RJ";"Norte";"Atropelamento de pedestre caminhando";1;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"01/03/2022";"23:20:00";"600";"Acidente s";"318,9";"BR-116/RJ";"Norte";"Colisão traseira";1;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"02/03/2022";"02:06:00";"39";"Acidente s";"13,9";"BR-116/SP";"Sul";"Abalroamento longitudinal";1;0;0;0;0;1;0;0;0;0;2;0;0;0;0
"02/03/2022";"03:37:00";"63";"Acidente s";"228,8";"BR-116/SP";"Norte";"Capotamento";1;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"02/03/2022";"05:12:00";"81";"Acidente c";"221,7";"BR-116/SP";"Sul";"Colisão traseira";2;0;0;1;0;0;0;0;0;0;2;0;1;1;0
"02/03/2022";"07:34:00";"138";"Acidente c";"99";"BR-116/SP";"Sul";"Queda de moto";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"02/03/2022";"08:34:00";"184";"Acidente s";"229,7";"BR-116/SP";"Sul";"Colisão traseira";1;0;0;0;0;1;0;0;0;0;2;0;0;0;0
"02/03/2022";"09:09:00";"203";"Acidente s";"272";"BR-116/RJ";"Sul";"Capotamento";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"02/03/2022";"09:50:00";"229";"Acidente s";"146";"BR-116/SP";"Sul";"Colisão traseira";1;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"02/03/2022";"12:08:00";"325";"Acidente s";"148,1";"BR-116/SP";"Sul";"Choque em barreira New Jersey";1;0;0;0;0;0;0;0;0;0;5;0;0;0;0
"02/03/2022";"14:50:00";"429";"Acidente c";"209,8";"BR-116/SP";"Sul";"Engavetamento";3;0;0;0;0;0;0;0;0;0;2;1;0;0;0
"02/03/2022";"14:52:00";"431";"Acidente s";"230,5";"BR-116/SP";"Norte";"Colisão traseira";1;0;1;0;0;0;0;0;0;0;3;0;0;0;0
"02/03/2022";"15:05:00";"437";"Acidente s";"166,8";"BR-116/SP";"Sul";"Colisão traseira";1;0;0;0;0;1;0;0;0;0;2;0;0;0;0
"02/03/2022";"16:52:00";"501";"Acidente s";"170";"BR-116/RJ";"Sul";"Engavetamento";3;0;0;0;0;1;0;0;0;0;4;0;0;0;0
"02/03/2022";"17:05:00";"509";"Acidente s";"175";"BR-116/RJ";"Sul";"Colisão traseira";1;0;0;0;1;0;0;0;0;0;2;0;0;0;0
"02/03/2022";"17:18:00";"519";"Acidente s";"209";"BR-116/SP";"Norte";"Colisão traseira";2;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"02/03/2022";"17:22:00";"523";"Acidente c";"216,8";"BR-116/SP";"Norte";"Engavetamento";2;0;0;1;0;0;0;0;0;0;2;2;0;0;0
"02/03/2022";"18:05:00";"549";"Acidente c";"182,3";"BR-116/RJ";"Norte";"Engavetamento";3;0;0;0;0;0;0;0;0;1;2;3;0;0;0
"02/03/2022";"22:06:00";"686";"Acidente s";"209,8";"BR-116/SP";"Sul";"Choque em objeto na pista";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"02/03/2022";"22:33:00";"694";"Acidente c";"179,6";"BR-116/RJ";"Sul";"Queda de moto";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"02/03/2022";"23:00:00";"704";"Acidente c";"211,3";"BR-116/SP";"Sul";"Capotamento";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"02/03/2022";"23:33:00";"707";"Acidente s";"90";"BR-116/SP";"Sul";"Atropelamento de animal";1;0;1;0;0;0;0;0;0;0;6;0;0;0;0
"03/03/2022";"00:38:00";"29";"Acidente c";"188,1";"BR-116/SP";"Sul";"Colisão traseira";1;0;1;0;0;0;0;0;0;0;0;2;0;0;0
"03/03/2022";"02:31:00";"50";"Acidente s";"273,3";"BR-116/RJ";"Norte";"Atropelamento de animal";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"03/03/2022";"05:39:00";"103";"Atropelame";"108,5";"BR-116/SP";"Sul";"Atropelamento de pedestre caminhando";0;0;0;0;0;0;0;0;0;1;3;0;1;0;0
"03/03/2022";"06:43:00";"144";"Acidente s";"98,8";"BR-116/SP";"Sul";"Choque em barreira New Jersey";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"03/03/2022";"07:31:00";"189";"Acidente c";"230,6";"BR-116/SP";"Sul";"Colisão traseira";1;0;0;1;0;0;0;0;0;1;2;0;0;1;0
"03/03/2022";"07:55:00";"210";"Acidente c";"181,1";"BR-116/RJ";"Norte";"Queda de moto";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"03/03/2022";"10:35:00";"322";"Acidente c";"219";"BR-116/SP";"Sul";"Colisão traseira";0;1;1;0;0;0;0;0;0;0;2;1;0;0;0
"03/03/2022";"11:46:00";"366";"Acidente c";"226,1";"BR-116/SP";"Sul";"Colisão traseira";0;0;0;0;0;0;0;0;0;1;1;1;0;0;0
"03/03/2022";"12:55:00";"399";"Acidente s";"69";"BR-116/SP";"Norte";"Abalroamento longitudinal";1;0;1;0;0;0;0;0;0;0;6;0;0;0;0
"03/03/2022";"15:55:00";"513";"Acidente c";"167,1";"BR-116/SP";"Norte";"Choque em objeto fixo";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"03/03/2022";"16:55:00";"546";"Acidente s";"175,2";"BR-116/RJ";"Sul";"Choque em barreira New Jersey";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"03/03/2022";"17:26:00";"566";"Acidente c";"210,2";"BR-116/SP";"Norte";"Colisão traseira";0;0;0;0;1;0;0;0;0;1;16;1;1;0;0
"03/03/2022";"23:23:00";"729";"Acidente s";"155,5";"BR-116/SP";"Sul";"Choque em objeto na pista";1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"04/03/2022";"02:21:00";"36";"Acidente c";"210";"BR-116/SP";"Sul";"Abalroamento longitudinal";1;0;0;1;0;0;0;0;0;0;1;1;0;0;0
"04/03/2022";"03:43:00";"52";"Acidente s";"230";"BR-116/RJ";"Norte";"Choque em barreira New Jersey";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"04/03/2022";"04:44:00";"65";"Acidente s";"181";"BR-116/SP";"Norte";"Atropelamento de animal";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"04/03/2022";"06:47:00";"116";"Acidente c";"139,9";"BR-116/SP";"Sul";"Queda de moto";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
"04/03/2022";"06:58:00";"127";"Acidente c";"146,8";"BR-116/SP";"Norte";"Colisão traseira";0;0;1;1;0;0;0;0;0;0;1;1;0;0;0
"04/03/2022";"07:03:00";"136";"Acidente s";"174,7";"BR-116/RJ";"Norte";"Choque em barreira New Jersey";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"04/03/2022";"09:11:00";"226";"Acidente s";"146,6";"BR-116/SP";"Sul";"Abalroamento longitudinal";1;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"04/03/2022";"09:24:00";"236";"Acidente s";"129,8";"BR-116/SP";"Sul";"Engavetamento";1;0;0;0;0;2;0;0;0;0;5;0;0;0;0
"04/03/2022";"10:12:00";"265";"Acidente c";"18,24";"BR-116/SP";"Norte";"Abalroamento longitudinal";2;0;1;0;0;0;0;0;0;0;1;1;0;0;0
"04/03/2022";"13:54:00";"381";"Acidente s";"212,2";"BR-116/SP";"Sul";"Colisão traseira";0;0;1;0;0;1;0;0;0;0;2;0;0;0;0
"04/03/2022";"15:53:00";"458";"Acidente s";"156,25";"BR-116/SP";"Sul";"Colisão traseira";2;0;0;0;0;0;0;0;0;0;7;0;0;0;0
"04/03/2022";"17:10:00";"508";"Acidente s";"248,3";"BR-116/RJ";"Sul";"Choque em barreira New Jersey";0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
"04/03/2022";"17:21:00";"511";"Acidente s";"162";"BR-116/SP";"Norte";"Choque em objeto na pista";1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"04/03/2022";"18:49:00";"584";"Acidente c";"197";"BR-116/RJ";"Sul";"Queda de moto";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
"04/03/2022";"19:05:00";"590";"Acidente c";"133,8";"BR-116/SP";"Sul";"Queda de moto";0;0;0;1;0;0;0;0;0;0;1;1;0;0;0
"04/03/2022";"19:21:00";"602";"Acidente s";"286,3";"BR-116/RJ";"Sul";"Choque em objeto na pista";1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"04/03/2022";"19:35:00";"614";"Acidente s";"145";"BR-116/SP";"Norte";"Abalroamento longitudinal";1;0;1;0;0;0;0;0;0;0;3;0;0;0;0
"04/03/2022";"23:01:00";"672";"Acidente s";"229,9";"BR-116/SP";"Norte";"Choque em defensa";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"05/03/2022";"00:01:00";"13";"Acidente c";"226";"BR-116/SP";"Norte";"Colisão traseira";1;0;1;0;0;0;0;0;0;0;1;1;0;0;0
"05/03/2022";"00:57:00";"25";"Acidente s";"133,3";"BR-116/SP";"Norte";"Choque em objeto na pista";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"05/03/2022";"10:46:00";"209";"Acidente s";"188,1";"BR-116/RJ";"Norte";"Engavetamento";3;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"05/03/2022";"12:21:00";"245";"Acidente c";"126";"BR-116/SP";"Norte";"Abalroamento longitudinal";1;0;0;1;0;0;0;0;0;0;3;0;2;0;0
"05/03/2022";"14:21:00";"297";"Acidente s";"214,9";"BR-116/SP";"Sul";"Abalroamento longitudinal";1;0;0;0;0;1;0;0;0;0;5;0;0;0;0
"05/03/2022";"15:59:00";"358";"Acidente s";"316";"BR-116/RJ";"Sul";"Choque em barreira New Jersey";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"05/03/2022";"16:08:00";"360";"Acidente c";"205,3";"BR-116/RJ";"Sul";"Capotamento";1;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"05/03/2022";"16:22:00";"368";"Acidente c";"314,3";"BR-116/RJ";"Norte";"Choque em barreira New Jersey";1;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"05/03/2022";"16:44:00";"381";"Acidente c";"314,3";"BR-116/RJ";"Norte";"Colisão traseira";2;0;0;0;0;0;0;0;0;0;1;2;0;0;0
"05/03/2022";"17:25:00";"401";"Acidente c";"205,75";"BR-116/SP";"Sul";"Capotamento";1;0;0;0;0;0;0;0;0;0;0;0;1;5;0
"05/03/2022";"17:29:00";"403";"Acidente s";"86,95";"BR-116/SP";"Norte";"Choque em objeto fixo";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"05/03/2022";"17:48:00";"411";"Acidente c";"169,5";"BR-116/RJ";"Sul";"Queda de moto";0;0;0;1;0;0;0;0;0;0;1;0;1;0;0
"05/03/2022";"19:37:00";"468";"Acidente s";"230,6";"BR-116/SP";"Norte";"Abalroamento longitudinal";1;0;1;0;0;0;0;0;0;0;3;0;0;0;0
"05/03/2022";"19:39:00";"470";"Acidente s";"64,9";"BR-116/SP";"Sul";"Tombamento";0;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"05/03/2022";"19:55:00";"480";"Atropelame";"134,1";"BR-116/SP";"Sul";"Atropelamento de pedestre caminhando";0;0;0;1;0;0;0;0;0;0;0;0;3;0;0
"05/03/2022";"22:44:00";"522";"Acidente s";"159,6";"BR-116/SP";"Sul";"Abalroamento longitudinal";0;0;1;0;0;0;0;0;0;1;2;0;0;0;0
"05/03/2022";"23:11:00";"527";"Acidente s";"213,7";"BR-116/SP";"Norte";"Choque em barreira New Jersey";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"05/03/2022";"23:29:00";"530";"Acidente c";"190";"BR-116/RJ";"Norte";"Choque em barreira New Jersey";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"06/03/2022";"00:01:00";"13";"Acidente s";"197,6";"BR-116/SP";"Norte";"Colisão traseira";1;0;0;0;0;1;0;0;0;0;3;0;0;0;0
"06/03/2022";"00:18:00";"19";"Acidente s";"299,7";"BR-116/RJ";"Norte";"Choque em defensa";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"06/03/2022";"01:06:00";"26";"Acidente c";"230,6";"BR-116/SP";"Norte";"Engavetamento";0;0;0;2;0;1;0;0;0;0;1;1;1;0;0
"06/03/2022";"01:48:00";"37";"Acidente s";"129,3";"BR-116/SP";"Norte";"Colisão frontal";1;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"06/03/2022";"05:13:00";"63";"Acidente s";"215,6";"BR-116/SP";"Norte";"Capotamento";1;0;0;0;0;0;0;0;0;0;4;0;0;0;0
"06/03/2022";"05:38:00";"69";"Acidente s";"215,6";"BR-116/SP";"Norte";"Colisão traseira";2;0;0;0;0;0;0;0;0;0;5;0;0;0;0
"06/03/2022";"06:55:00";"101";"Acidente c";"174,7";"BR-116/RJ";"Norte";"Queda de moto";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"06/03/2022";"08:39:00";"142";"Acidente s";"306,7";"BR-116/RJ";"Sul";"Choque em defensa";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"06/03/2022";"10:47:00";"230";"Acidente s";"38";"BR-116/SP";"Norte";"Abalroamento longitudinal";2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"06/03/2022";"11:30:00";"254";"Acidente s";"226";"BR-116/RJ";"Norte";"Choque em objeto fixo";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"06/03/2022";"13:21:00";"297";"Acidente c";"110,95";"BR-116/SP";"Sul";"Abalroamento longitudinal";1;0;0;1;0;0;0;0;0;0;1;1;0;0;0
"06/03/2022";"17:52:00";"441";"Acidente s";"214,6";"BR-116/SP";"Sul";"Abalroamento transversal";1;0;1;0;0;0;0;0;0;0;5;0;0;0;0
"06/03/2022";"19:49:00";"510";"Atropelame";"290";"BR-116/RJ";"Sul";"Atropelamento de pedestre caminhando";0;0;0;0;0;1;0;0;0;0;1;0;0;1;0
"06/03/2022";"19:50:00";"511";"Acidente s";"148,29";"BR-116/SP";"Norte";"Choque em objeto na pista";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"06/03/2022";"19:59:00";"516";"Acidente s";"127";"BR-116/SP";"Norte";"Abalroamento longitudinal";2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"06/03/2022";"21:32:00";"554";"Acidente c";"199";"BR-116/SP";"Norte";"Choque em barreira New Jersey";1;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"06/03/2022";"21:47:00";"560";"Acidente s";"37,6";"BR-116/SP";"Norte";"Abalroamento longitudinal";1;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"07/03/2022";"01:18:00";"30";"Acidente s";"68,46";"BR-116/SP";"Sul";"Choque em objeto na pista";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"07/03/2022";"06:30:00";"121";"Acidente s";"229,2";"BR-116/SP";"Sul";"Colisão traseira";2;0;0;0;0;0;0;0;0;0;6;0;0;0;0
"07/03/2022";"07:12:00";"155";"Acidente s";"226,25";"BR-116/RJ";"Norte";"Abalroamento longitudinal";0;0;2;0;0;0;0;0;0;0;2;0;0;0;0
"07/03/2022";"07:13:00";"156";"Acidente c";"140,3";"BR-116/SP";"Sul";"Abalroamento longitudinal";1;0;1;0;0;0;0;0;0;0;3;1;0;0;0
"07/03/2022";"07:26:00";"166";"Acidente s";"318,9";"BR-116/RJ";"Sul";"Colisão traseira";2;0;0;0;0;0;0;0;0;0;4;0;0;0;0
"07/03/2022";"07:28:00";"167";"Acidente c";"209,8";"BR-116/SP";"Sul";"Abalroamento longitudinal";1;0;0;1;0;0;0;0;0;0;6;1;0;0;0
"07/03/2022";"08:03:00";"190";"Acidente s";"174,8";"BR-116/RJ";"Norte";"Colisão traseira";1;0;0;0;0;1;0;0;0;0;2;0;0;0;0
"07/03/2022";"09:36:00";"277";"Acidente c";"163,6";"BR-116/RJ";"Sul";"Colisão traseira";1;0;1;0;0;0;0;0;0;0;1;0;1;0;0
"07/03/2022";"10:10:00";"297";"Acidente c";"266";"BR-116/RJ";"Norte";"Choque em defensa";1;0;0;0;0;0;0;0;0;0;2;1;1;0;0
"07/03/2022";"11:17:00";"339";"Acidente s";"167";"BR-116/RJ";"Sul";"Choque em objeto na pista";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"07/03/2022";"12:06:00";"368";"Acidente c";"219,7";"BR-116/SP";"Norte";"Abalroamento longitudinal";1;0;0;1;0;0;0;0;0;0;3;1;0;0;0
"07/03/2022";"13:27:00";"417";"Acidente c";"149,2";"BR-116/SP";"Sul";"Queda de moto";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"07/03/2022";"15:38:00";"494";"Acidente s";"165,5";"BR-116/SP";"Sul";"Colisão traseira";1;0;1;0;0;0;0;0;0;0;4;0;0;0;0
"07/03/2022";"17:15:00";"564";"Acidente c";"176,15";"BR-116/RJ";"Sul";"Abalroamento longitudinal";1;0;0;1;0;0;0;0;0;0;1;1;1;0;0
"07/03/2022";"18:42:00";"639";"Acidente s";"136,2";"BR-116/SP";"Norte";"Choque em objeto na pista";1;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"07/03/2022";"18:52:00";"645";"Acidente s";"213,5";"BR-116/RJ";"Sul";"Choque em objeto na pista";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"07/03/2022";"18:53:00";"646";"Acidente s";"213,5";"BR-116/RJ";"Sul";"Choque em objeto na pista";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"07/03/2022";"19:18:00";"662";"Acidente s";"173,5";"BR-116/RJ";"Sul";"Colisão traseira";1;0;0;0;0;1;0;0;0;0;9;0;0;0;0
"07/03/2022";"23:11:00";"745";"Acidente s";"197,1";"BR-116/SP";"Norte";"Abalroamento longitudinal";1;0;0;0;0;1;0;0;0;0;5;0;0;0;0
"08/03/2022";"00:24:00";"17";"Acidente s";"284,4";"BR-116/RJ";"Norte";"Choque em objeto na pista";1;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"08/03/2022";"01:03:00";"33";"Acidente s";"105,8";"BR-116/SP";"Norte";"Colisão traseira";1;0;0;0;0;1;0;0;0;0;2;0;0;0;0
"08/03/2022";"07:33:00";"179";"Acidente c";"227,1";"BR-116/SP";"Sul";"Abalroamento longitudinal";1;0;0;1;0;0;0;0;0;0;1;1;1;0;0
"08/03/2022";"07:44:00";"187";"Acidente s";"310,5";"BR-116/RJ";"Norte";"Colisão traseira";1;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"08/03/2022";"10:30:00";"334";"Acidente c";"241,3";"BR-116/RJ";"Norte";"Engavetamento";4;0;2;0;0;0;0;0;0;0;23;1;0;0;0
"08/03/2022";"10:49:00";"346";"Acidente c";"173,7";"BR-116/RJ";"Sul";"Engavetamento";1;0;3;0;0;0;0;0;0;0;2;2;0;1;0
"08/03/2022";"10:53:00";"349";"Acidente s";"122,75";"BR-116/SP";"Norte";"Choque em objeto fixo";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"08/03/2022";"13:37:00";"451";"Acidente s";"167";"BR-116/RJ";"Sul";"Engavetamento";3;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"08/03/2022";"14:28:00";"493";"Acidente s";"171,5";"BR-116/RJ";"Sul";"Choque em barreira New Jersey";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"08/03/2022";"15:45:00";"557";"Acidente s";"123,55";"BR-116/SP";"Norte";"Colisão traseira";2;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"08/03/2022";"15:49:00";"559";"Acidente s";"211";"BR-116/SP";"Sul";"Engavetamento";1;0;2;0;0;0;0;0;0;1;4;0;0;0;0
"08/03/2022";"16:35:00";"588";"Acidente s";"211,9";"BR-116/SP";"Sul";"Colisão traseira";1;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"08/03/2022";"17:36:00";"627";"Acidente c";"100,1";"BR-116/SP";"Sul";"Choque em objeto na pista";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"08/03/2022";"17:39:00";"629";"Acidente s";"230";"BR-116/SP";"Norte";"Abalroamento longitudinal";1;0;0;0;0;1;0;0;0;0;2;0;0;0;0
"08/03/2022";"17:41:00";"631";"Acidente s";"100,1";"BR-116/SP";"Sul";"Choque em objeto na pista";1;0;0;1;0;0;0;0;0;0;3;0;0;0;0
"08/03/2022";"18:11:00";"651";"Acidente s";"152,75";"BR-116/SP";"Norte";"Engavetamento";3;0;0;0;0;1;0;0;0;0;6;0;0;0;0
"08/03/2022";"18:34:00";"666";"Acidente c";"167";"BR-116/RJ";"Sul";"Capotamento";1;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"08/03/2022";"19:12:00";"692";"Acidente s";"220";"BR-116/RJ";"Sul";"Choque em objeto na pista";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"08/03/2022";"20:02:00";"715";"Atropelame";"321,6";"BR-116/RJ";"Norte";"Atropelamento de pedestre atravessando";1;1;0;0;0;0;0;0;0;0;0;1;0;1;0
"08/03/2022";"21:20:00";"740";"Acidente s";"268";"BR-116/RJ";"Sul";"Choque em objeto na pista";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"08/03/2022";"23:56:00";"775";"Acidente c";"101,9";"BR-116/SP";"Norte";"Colisão traseira";0;0;2;0;0;0;0;0;0;0;1;0;1;0;0
"09/03/2022";"01:00:00";"23";"Acidente s";"287,65";"BR-116/RJ";"Sul";"Choque em veículo parado na pista";2;0;0;0;0;1;0;0;0;0;3;0;0;0;0
"09/03/2022";"01:06:00";"25";"Acidente s";"259";"BR-116/RJ";"Sul";"Colisão frontal";2;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"09/03/2022";"05:05:00";"63";"Acidente s";"210,4";"BR-116/SP";"Sul";"Colisão traseira";2;0;0;0;0;0;0;0;0;0;5;0;0;0;0
"09/03/2022";"07:28:00";"143";"Acidente s";"145,7";"BR-116/SP";"Sul";"Colisão traseira";2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"09/03/2022";"07:33:00";"145";"Acidente c";"170,9";"BR-116/RJ";"Norte";"Queda de moto";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
"09/03/2022";"07:51:00";"163";"Acidente s";"239,45";"BR-116/RJ";"Norte";"Tombamento";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"09/03/2022";"09:40:00";"259";"Acidente s";"204,5";"BR-116/SP";"Sul";"Colisão traseira";2;0;0;0;0;0;0;0;0;0;4;0;0;0;0
"09/03/2022";"11:08:00";"311";"Acidente c";"43,15";"BR-116/SP";"Sul";"Queda de moto";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"09/03/2022";"11:13:00";"313";"Acidente c";"212,9";"BR-116/SP";"Norte";"Abalroamento longitudinal";1;0;0;1;0;0;0;0;0;0;1;1;0;0;0
"09/03/2022";"12:10:00";"356";"Acidente c";"127,9";"BR-116/SP";"Sul";"Colisão traseira";0;0;0;2;0;0;0;0;0;0;1;1;0;0;0
"09/03/2022";"18:11:00";"582";"Acidente c";"175,7";"BR-116/RJ";"Sul";"Abalroamento longitudinal";1;0;0;1;0;0;0;0;0;0;2;1;0;0;0
"09/03/2022";"19:18:00";"634";"Acidente c";"63,2";"BR-116/SP";"Norte";"Colisão traseira";0;0;2;0;0;0;0;0;0;0;1;1;0;0;0
"09/03/2022";"20:48:00";"669";"Acidente s";"138,9";"BR-116/SP";"Sul";"Choque em objeto na pista";1;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"09/03/2022";"21:54:00";"694";"Atropelame";"174,6";"BR-116/RJ";"Norte";"Atropelamento de pedestre atravessando";1;0;0;0;0;1;0;0;0;0;2;0;0;1;0
"09/03/2022";"23:16:00";"709";"Acidente s";"0,8";"BR-116/SP";"Norte";"Choque em barreira New Jersey";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"10/03/2022";"03:36:00";"73";"Acidente c";"175,75";"BR-116/SP";"Sul";"Tombamento";0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"10/03/2022";"06:57:00";"146";"Acidente c";"219,6";"BR-116/SP";"Sul";"Abalroamento longitudinal";1;0;0;1;0;0;0;0;0;0;2;1;0;0;0
"10/03/2022";"07:00:00";"149";"Acidente c";"155";"BR-116/SP";"Norte";"Colisão traseira";1;0;0;1;0;0;0;0;0;0;1;0;1;0;0
"10/03/2022";"07:39:00";"175";"Acidente s";"166";"BR-116/RJ";"Sul";"Colisão traseira";2;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"10/03/2022";"07:42:00";"177";"Acidente s";"155";"BR-116/SP";"Norte";"Abalroamento longitudinal";1;0;0;0;0;1;0;0;0;0;4;0;0;0;0
"10/03/2022";"08:15:00";"204";"Acidente s";"161,3";"BR-116/SP";"Norte";"Engavetamento";1;0;2;0;0;0;0;0;0;0;3;0;0;0;0
